blue_gold,blue_xp,blue_barons,blue_dragons,blue_towers,blue_inhibitors,blue_riftHeralds,blue_champions,blue_atakhans,blue_hordes,red_gold,red_xp,red_barons,red_dragons,red_towers,red_inhibitors,red_riftHeralds,red_champions,red_atakhans,red_hordes,label
63944,76185,1,0,3,0,0,33,0,3,70012,85295,0,5,8,2,1,49,1,3,0
76140,98616,2,2,10,2,0,34,0,3,68059,86087,0,3,5,0,1,34,1,3,1
59486,75262,0,2,9,3,1,38,1,6,46902,57875,0,1,4,0,0,16,0,0,1
49152,59770,0,1,4,0,0,24,0,3,43663,54913,0,2,3,0,1,21,1,3,1
39810,43338,0,0,4,0,1,14,0,6,45360,57242,0,3,4,0,0,31,1,0,0
32899,38221,0,0,1,0,0,11,0,1,48337,52085,0,2,10,2,1,27,0,5,0
69225,92893,2,3,9,1,1,26,1,6,56755,75662,0,2,1,0,0,12,0,0,1
53692,59871,0,1,10,1,1,38,0,6,45903,54315,0,1,1,0,0,24,1,0,1
59092,77490,1,3,6,1,1,37,1,0,52682,61408,0,1,5,0,0,20,0,6,1
46644,51241,0,1,8,1,1,22,0,6,37108,45016,0,2,1,0,0,18,0,0,1
75714,97986,1,4,9,2,0,57,1,6,73057,90679,1,1,6,0,1,43,0,0,1
41686,50999,0,0,2,0,0,15,0,1,50509,64057,0,3,7,1,1,32,1,5,0
62090,82002,0,2,4,0,1,30,1,1,71604,82411,1,2,10,2,0,32,0,5,0
44694,52013,0,0,2,0,0,14,0,6,53363,66397,1,4,6,1,1,25,0,0,0
80267,126628,0,0,3,2,0,72,0,0,85761,133570,0,0,4,2,0,80,0,0,0
31878,33309,0,2,3,0,0,19,0,3,24252,29073,0,0,0,0,0,6,0,3,1
80859,122614,0,0,2,0,0,74,0,0,80826,129720,0,0,4,3,0,77,0,0,0
65444,79065,0,3,10,2,0,44,1,2,59513,68348,1,1,4,0,1,30,0,4,1
51630,61492,0,1,1,0,0,26,0,0,59418,71147,1,3,8,1,1,34,0,6,0
23705,30434,0,0,0,0,0,3,0,1,31355,36665,0,1,2,0,0,18,0,5,0
35615,36539,0,1,5,0,0,21,0,5,22191,23996,0,0,0,0,0,5,0,1,1
62272,77657,0,0,5,0,0,22,1,6,73138,94740,1,5,11,3,1,49,0,0,0
65329,85108,1,1,3,0,0,37,0,2,71630,93649,1,4,9,2,1,33,1,1,0
29970,33122,0,1,1,0,0,18,0,3,25683,31490,0,0,0,0,0,5,0,3,1
60276,72511,0,2,6,0,1,32,1,3,66555,82661,1,3,10,2,0,39,0,1,0
80655,105188,0,2,5,0,1,35,0,5,78849,104133,2,3,13,6,0,45,1,1,0
62172,78148,1,2,9,1,1,30,1,5,54199,66189,0,2,4,0,0,28,0,1,1
62740,78442,0,3,4,0,0,41,1,6,72077,90049,2,2,11,2,1,35,0,0,0
61688,78097,1,4,9,1,0,45,1,3,52764,62492,0,0,4,0,1,30,0,3,1
79761,96674,0,1,4,0,1,54,1,2,86117,107920,1,4,9,2,0,58,0,4,0
59754,74350,1,2,10,2,1,35,1,6,48647,58916,0,2,2,0,0,21,0,0,1
62885,79989,0,1,2,0,0,26,0,0,75388,95434,1,4,11,3,1,45,1,6,0
32700,34845,0,0,2,0,0,20,0,6,22571,25887,0,1,0,0,0,4,0,0,1
45544,51111,0,2,6,0,1,32,0,6,30156,35970,0,0,0,0,0,6,0,0,1
51484,64532,0,3,8,1,1,24,1,3,45337,52495,0,1,2,0,0,14,0,3,1
68208,84703,1,3,9,1,1,42,1,4,58339,71577,0,2,4,0,0,22,0,2,1
90488,148893,0,0,4,1,0,88,0,0,85424,130541,0,0,3,1,0,64,0,0,1
56441,72694,0,0,2,0,0,45,0,0,59204,80370,0,0,4,1,0,49,0,0,0
69540,103564,0,0,4,2,0,56,0,0,68655,97655,0,0,1,0,0,47,0,0,1
85921,141366,0,0,4,2,0,69,0,0,82566,124443,0,0,1,0,0,62,0,0,1
32698,33285,0,0,0,0,0,22,0,0,34626,35345,0,0,2,0,0,26,0,0,0
50394,54414,0,1,10,2,1,28,0,6,39831,49183,0,1,1,0,0,15,0,0,1
69955,85522,0,1,5,0,1,27,1,3,78183,99190,1,4,10,3,0,40,0,3,0
67017,82801,1,1,3,0,0,33,0,3,74767,97711,1,4,7,0,1,56,1,3,0
76698,96268,0,2,5,0,0,40,0,4,80308,100791,2,4,13,4,1,46,1,2,0
65887,77556,0,2,8,1,1,22,0,0,67842,85631,1,3,6,0,0,38,1,6,1
67922,82820,1,3,11,3,1,38,1,6,58447,73542,0,1,4,0,0,25,0,0,1
4673,3619,0,0,0,0,0,0,0,0,4667,3608,0,0,0,0,0,0,0,0,0
54935,66722,0,2,7,0,1,37,1,3,45286,53723,0,1,1,0,0,23,0,0,1
42061,46756,0,0,2,0,1,13,0,6,49103,63345,0,3,6,0,0,20,1,0,0
74414,93134,2,2,13,3,1,27,0,5,67013,86902,0,3,4,0,0,22,1,1,1
63631,77428,0,4,7,1,1,22,1,6,69094,92723,2,2,5,1,0,25,0,0,0
47495,62293,0,1,1,0,0,21,1,3,60976,71187,1,3,10,3,1,32,0,3,0
37545,45546,0,2,3,0,1,18,0,6,29569,35723,0,0,0,0,0,6,0,0,1
117929,225382,0,0,4,4,0,82,0,0,119760,225516,0,0,2,2,0,87,0,0,1
66514,84679,1,4,7,1,1,33,0,6,59295,76959,0,0,2,0,0,28,1,0,1
43132,51658,0,2,9,1,1,19,0,3,33543,43665,0,0,1,0,0,7,0,3,1
22742,29307,0,0,0,0,0,4,0,1,30766,34919,0,2,2,0,0,16,0,2,0
53384,64152,0,3,10,2,1,31,1,3,42953,53169,0,0,1,0,0,18,0,3,1
50172,56346,0,1,4,0,0,14,0,3,57301,72431,1,3,9,1,1,32,1,3,0
57561,73225,1,3,7,1,1,32,0,3,50621,63194,0,1,5,0,0,13,1,3,1
24646,28309,0,1,1,0,0,4,0,0,32798,36170,0,0,3,0,0,22,0,6,0
50651,61769,0,1,2,0,0,24,0,3,62794,79532,1,2,10,2,1,43,1,3,0
62637,76506,1,2,10,2,1,35,1,5,52773,63867,0,1,1,0,0,24,0,1,1
59408,75590,1,4,10,2,1,28,1,6,46890,55087,0,0,3,0,0,19,0,0,1
49572,59983,0,0,3,0,0,22,0,5,63881,78933,1,4,10,2,1,46,1,1,0
49016,58534,0,0,3,0,1,24,0,6,58417,80851,1,4,11,3,0,22,1,0,0
27168,31338,0,0,0,0,0,11,0,0,32758,36979,0,2,2,0,0,19,0,3,0
61236,78061,0,0,4,0,1,27,1,0,64956,81049,1,4,10,2,0,27,0,6,0
56702,66903,1,1,7,1,0,27,0,5,50719,59579,0,2,4,0,1,20,1,1,1
55439,60784,0,2,8,2,0,31,0,6,59422,74427,0,2,7,1,1,41,1,0,0
34246,38126,0,0,2,0,0,27,0,5,24078,27144,0,1,0,0,0,5,0,1,1
51711,62532,0,1,3,0,0,17,0,2,62732,77099,1,2,9,2,1,37,0,4,0
53089,65120,0,0,3,0,0,13,0,5,62471,76203,1,4,11,3,1,23,1,1,0
33314,35276,0,2,4,0,0,13,0,6,22767,26925,0,0,0,0,0,7,0,0,1
85270,111879,1,2,6,1,1,37,1,6,88702,110900,2,4,11,3,0,49,0,0,0
38862,47395,0,1,3,0,1,14,0,6,39749,52216,0,2,2,0,0,12,0,0,0
63730,78064,1,3,7,1,1,26,1,6,70254,82131,0,2,8,1,0,39,0,0,0
70061,85982,0,3,9,1,0,44,1,4,67716,82897,1,2,5,0,1,29,0,2,1
70438,95859,2,3,7,0,1,24,1,6,69603,93150,0,3,6,1,0,33,0,0,0
69444,82244,1,0,7,1,0,32,0,3,74614,93999,1,5,9,1,1,42,1,3,0
41442,51505,0,1,1,0,1,15,0,3,54507,67172,0,2,11,3,0,31,1,3,0
47543,64157,0,1,0,0,0,22,0,4,63613,81082,1,2,11,2,1,36,1,2,0
52823,63671,0,0,3,0,1,19,0,4,64641,83071,1,4,10,2,0,34,1,2,0
41768,47464,0,2,6,0,0,24,0,3,30987,35290,0,0,0,0,0,12,0,3,1
63279,77594,1,3,11,3,0,32,1,6,54570,64197,0,1,4,0,1,21,0,0,1
31418,36776,0,2,1,0,0,20,0,4,28439,32239,0,0,1,0,0,9,0,2,1
67397,88844,1,2,11,3,0,39,1,4,57872,73591,0,2,2,0,1,21,0,2,1
48566,60858,0,3,7,0,1,26,1,5,39611,48514,0,0,0,0,0,13,0,1,1
69083,84274,1,3,11,2,1,48,1,4,60578,74376,0,0,5,0,0,28,0,2,1
45355,56401,0,0,2,0,0,16,0,4,50812,66028,0,4,5,1,1,28,1,0,0
49333,57015,0,2,6,0,1,28,0,3,41722,48879,0,1,2,0,0,20,0,3,1
59038,64544,0,1,4,0,0,28,0,5,65589,77486,0,2,9,1,1,44,1,1,0
61622,85237,0,0,1,0,0,50,0,0,65778,90471,0,0,3,1,0,56,0,0,0
67795,88639,1,2,11,2,1,39,1,1,55219,72244,0,2,2,0,0,26,0,5,1
73176,94624,1,3,9,1,1,40,1,5,69518,81437,0,2,5,0,0,27,0,1,1
66421,85432,1,2,9,2,1,51,1,6,60455,75556,0,3,3,0,0,35,0,0,1
22706,29637,0,0,0,0,0,3,0,0,34842,36875,0,2,3,0,0,20,0,6,0
74969,96956,2,3,9,2,0,41,0,3,66007,80188,0,3,9,2,1,28,1,3,1
40054,46072,0,0,1,0,1,18,0,6,46390,59927,0,3,4,0,0,26,1,0,0
53673,64554,0,1,10,2,1,27,1,6,49189,60280,0,2,4,1,0,23,0,0,1
59326,67987,0,4,9,1,0,41,0,6,48684,55235,0,0,2,0,1,26,1,0,1
61627,77485,1,2,4,0,0,32,0,1,67619,84977,0,2,9,3,1,48,1,5,0
42296,49666,0,0,2,0,0,34,0,0,41422,43904,0,0,1,0,0,23,0,0,1
79037,119078,0,0,2,0,0,65,0,0,80827,126600,0,0,4,1,0,63,0,0,0
84331,108041,1,3,5,1,1,40,0,6,89184,121901,1,4,8,2,0,54,1,0,0
26633,27408,0,1,1,0,0,14,0,0,37447,34333,0,0,7,0,0,26,0,6,0
42398,50188,0,0,4,0,0,19,0,6,47178,61208,0,3,5,0,0,29,1,0,0
26679,29300,0,2,1,0,0,9,0,0,32353,35310,0,0,5,0,0,11,0,6,0
41364,47353,0,1,5,0,1,23,0,4,34505,41413,0,1,2,0,0,8,0,2,1
67017,81147,1,3,10,2,1,34,0,5,54532,68885,0,1,4,0,0,20,1,1,1
43130,49728,0,1,7,0,1,24,0,6,28513,36545,0,0,0,0,0,10,0,0,1
45160,57266,0,1,5,0,1,18,1,6,35827,46509,0,2,0,0,0,9,0,0,1
52580,66243,0,1,3,0,1,21,0,6,65262,79619,1,3,10,2,0,35,1,0,0
56917,71186,0,1,4,0,1,28,0,4,61433,75926,1,4,6,1,0,26,1,2,0
58344,69284,0,2,8,1,1,38,1,5,48693,54952,0,1,3,0,0,27,0,1,1
52105,60559,0,2,3,0,0,22,0,2,56605,67962,0,2,9,1,1,32,1,4,0
28936,36592,0,1,0,0,0,7,0,0,33357,39470,0,1,3,0,0,13,0,6,0
56767,72251,0,0,2,0,0,22,0,3,68093,87184,1,4,10,2,1,40,1,3,0
49444,60294,0,1,3,0,0,9,0,2,63018,82163,0,3,10,2,1,33,1,4,0
47205,58366,0,0,4,0,0,10,0,4,57296,74344,1,4,8,1,1,27,1,2,0
33008,42767,0,0,0,0,0,10,0,0,46456,51341,0,2,9,2,1,28,0,6,0
41970,58920,0,0,1,0,0,13,0,4,58449,71850,0,3,10,2,1,36,0,0,0
41180,50021,0,3,4,0,1,15,1,6,37192,46492,0,0,2,0,0,16,0,0,1
46044,49854,0,1,11,2,1,23,0,5,35620,43188,0,0,1,0,0,14,0,1,1
34608,35123,0,0,3,0,0,24,0,4,25938,29071,0,1,0,0,0,8,0,2,1
52314,63155,0,2,4,0,1,28,1,3,45395,53643,0,1,1,0,0,23,0,1,1
59771,75024,1,1,8,1,1,42,1,3,52410,62453,0,3,3,0,0,32,0,3,1
104504,124715,1,2,12,2,0,58,1,0,98303,114803,0,2,7,0,0,45,0,3,1
105357,127520,0,1,11,1,0,49,0,0,92273,114384,0,3,7,0,0,42,1,3,1
72144,88095,0,2,7,2,1,36,1,3,70719,82440,1,1,3,0,0,33,0,0,1
24333,29549,0,1,0,0,0,7,0,0,32037,34692,0,0,3,0,0,20,0,6,0
58790,74275,0,2,8,1,1,32,0,6,48662,61761,0,2,2,0,0,17,1,0,1
25554,30573,0,2,0,0,0,6,0,5,32306,34442,0,0,3,0,0,17,0,1,0
56732,74634,1,1,8,1,1,26,1,3,47783,59321,0,3,4,0,0,18,0,3,1
70742,85203,1,3,8,1,1,45,1,5,66665,76968,0,2,6,0,0,37,0,1,1
62200,82890,0,2,11,3,0,36,1,0,46589,59690,0,1,3,0,1,14,0,6,1
71273,88384,1,3,10,3,0,34,0,3,71994,92997,1,2,9,1,1,37,1,3,0
47976,58035,0,2,0,0,0,26,0,2,62717,75664,0,1,11,3,1,46,1,4,0
64068,74967,1,2,5,1,0,40,1,0,69111,79707,0,2,11,1,1,47,0,6,0
43222,54529,0,0,2,0,0,8,0,3,49519,68066,0,4,4,0,0,26,1,3,0
53161,67637,0,1,2,0,0,17,0,5,62249,76249,1,3,11,2,1,29,1,1,0
54194,69204,0,1,3,0,0,29,0,0,65988,84965,1,3,8,1,1,46,1,6,0
59979,78233,0,2,5,0,0,29,1,3,64540,80044,1,2,9,1,1,36,0,3,0
27341,28445,0,0,0,0,0,13,0,1,36022,35438,0,1,4,0,0,27,0,2,0
57291,71915,0,1,3,0,0,37,0,4,68581,86607,0,3,10,2,1,45,1,2,0
64311,74443,1,1,10,2,1,41,0,6,52554,61339,0,3,0,0,0,36,1,0,1
82090,104876,1,4,7,1,0,37,0,1,79411,100217,1,1,7,1,1,26,1,5,1
67560,88890,1,3,9,1,1,24,1,5,63733,80039,0,2,6,0,0,28,0,1,1
39080,47088,0,1,0,0,0,19,0,0,51922,56562,0,2,8,1,1,36,0,6,0
31696,34946,0,0,2,0,0,20,0,2,25559,30301,0,1,0,0,0,7,0,1,1
80074,103412,1,4,8,1,1,57,0,6,89177,114430,1,2,10,1,0,58,1,0,0
37337,44123,0,0,0,0,0,21,0,3,53945,59773,0,2,9,1,0,43,0,3,0
41222,45507,0,1,3,0,0,18,0,6,52014,62402,0,2,6,0,1,37,0,0,0
40476,47965,0,0,1,0,0,15,0,3,48966,55553,0,3,7,2,0,31,0,3,0
56119,70678,1,3,5,0,1,37,1,1,48998,58808,0,0,4,0,0,19,0,5,1
46857,52968,0,0,7,1,1,21,0,5,55810,65884,0,3,11,1,0,31,1,1,0
41775,53837,0,0,2,0,0,12,0,6,55009,68527,0,3,10,2,1,31,1,0,0
72555,98142,1,3,8,2,1,45,1,6,63654,80623,0,2,5,0,0,22,0,0,1
41336,49521,0,3,4,0,1,21,0,6,33235,47238,0,0,1,0,0,15,0,0,1
8998,9293,0,0,0,0,0,2,0,0,7032,6974,0,0,0,0,0,0,0,0,1
68375,79800,1,2,7,0,0,31,0,1,70415,90539,1,3,8,1,1,43,1,5,0
29009,34827,0,0,1,0,0,4,0,3,37844,44163,0,2,4,0,0,18,0,3,0
41413,45958,0,2,8,1,1,21,0,3,29957,39572,0,0,0,0,0,4,0,3,1
57589,68256,0,0,6,1,0,33,0,6,49368,62030,0,4,2,0,0,23,1,0,1
70606,88587,0,0,4,0,1,38,1,6,79981,102745,2,5,9,2,0,53,0,0,0
64392,85206,0,1,4,0,1,25,1,5,76698,95101,1,4,11,3,0,37,0,1,0
69215,80029,0,1,11,2,1,47,1,3,59255,76324,1,3,4,0,0,34,0,3,1
66865,78622,0,3,10,2,1,46,1,6,56580,74202,1,2,0,0,0,28,0,0,1
52360,66960,1,1,6,0,0,23,1,1,44875,53835,0,2,2,0,1,17,0,5,1
61705,77815,1,3,11,3,0,35,1,0,49746,61744,0,1,3,0,1,21,0,6,1
33191,33406,0,1,2,0,0,24,0,6,25633,27539,0,0,1,0,0,10,0,0,1
47153,55920,0,0,3,0,0,17,0,1,60523,72127,0,3,10,2,1,43,1,5,0
66790,81580,1,3,11,3,1,32,0,4,52673,65127,0,1,3,0,0,27,1,2,1
48070,60503,0,0,3,0,1,15,0,6,57002,73316,1,3,7,1,0,35,1,0,0
49183,52881,0,2,11,2,0,36,0,6,31267,36300,0,0,1,0,0,9,0,0,1
50279,53241,0,0,4,0,0,29,0,6,53360,66832,0,3,6,1,1,34,1,0,0
60817,76593,1,2,10,2,0,31,1,6,52781,65891,0,1,4,0,0,21,0,0,1
63647,76888,0,0,6,0,0,34,1,3,65764,78673,1,4,8,1,1,36,0,3,0
76226,92910,0,3,9,2,0,40,0,1,80287,100625,2,2,12,4,1,44,1,5,0
54886,67360,0,3,9,1,1,32,1,3,47500,55035,0,0,3,0,0,20,0,3,1
69532,90001,1,4,9,1,1,26,0,3,69560,88398,1,1,5,0,0,31,1,3,1
46260,53679,0,0,0,0,0,23,0,3,57277,70431,0,3,11,2,1,39,1,3,0
40776,49350,0,1,4,0,1,21,0,6,34640,40331,0,2,1,0,0,11,0,0,1
54740,69694,0,1,6,0,1,27,1,5,48985,57580,0,2,2,0,0,16,0,1,1
77163,98699,1,3,10,2,1,42,0,3,68910,87834,0,0,5,0,0,31,1,0,1
34471,35701,0,0,2,0,0,22,0,6,25594,33069,0,1,0,0,0,7,0,0,1
48606,53436,0,1,9,1,1,26,0,0,35569,42880,0,1,0,0,0,14,0,6,1
39897,47490,0,1,2,0,0,10,0,3,50976,59858,0,2,11,3,1,25,1,3,0
70208,83327,1,2,12,2,1,38,1,6,60314,75756,0,2,2,0,0,31,0,0,1
59328,74449,1,2,8,1,1,34,1,6,51736,66766,0,1,3,0,0,27,0,0,1
67646,86850,1,4,11,3,0,38,0,6,60339,74426,0,1,3,0,1,28,1,0,1
60204,77110,0,1,10,2,1,44,1,5,49119,59186,0,2,4,0,0,18,0,1,1
59943,77659,1,3,9,2,1,28,1,0,53282,69443,0,1,4,0,0,16,0,6,1
51724,60917,0,1,4,0,0,22,0,5,62257,78141,1,3,10,2,1,29,1,1,0
60717,77171,1,4,6,1,1,35,1,4,51431,64777,0,0,2,0,0,21,0,2,1
80831,108457,1,2,6,0,0,45,1,2,83264,105992,1,4,10,2,1,46,0,4,0
44049,46742,0,0,3,0,0,19,0,6,47478,59117,0,4,3,0,1,29,1,0,0
36381,44827,0,0,0,0,0,10,0,3,47898,60394,0,3,5,0,1,26,1,3,0
63884,74517,1,0,6,0,1,26,0,6,63356,83129,0,4,5,1,0,36,1,0,0
33455,42272,0,0,2,0,1,13,0,6,27730,36870,0,2,0,0,0,7,0,0,1
55692,70860,0,0,3,0,0,13,1,4,64538,86600,1,4,10,1,1,34,0,2,0
37759,46196,0,1,4,1,1,16,0,6,33962,40146,0,1,1,0,0,10,0,0,1
76581,95109,2,3,7,1,0,33,0,1,81718,100831,0,3,10,2,1,42,1,5,0
44608,51301,0,1,3,0,1,19,0,1,49302,61431,0,2,5,0,0,23,1,5,0
50596,62886,0,1,4,0,0,27,1,3,42482,49097,0,2,1,0,1,19,0,3,1
63018,77649,1,0,3,0,1,32,0,2,68733,90236,0,4,9,2,0,41,1,4,0
62120,78632,1,2,10,3,1,40,1,0,50978,59881,0,2,3,0,0,21,0,6,1
52330,64429,0,1,4,0,1,21,1,4,56100,69171,0,3,8,1,0,30,0,2,0
67506,83234,1,3,6,0,1,35,1,5,56701,66235,0,1,4,0,0,20,0,1,1
51232,63010,0,1,7,1,1,28,1,5,40705,51211,0,2,1,0,0,18,0,1,1
27893,32618,0,1,1,0,0,11,0,4,24015,30682,0,1,0,0,0,6,0,2,1
39713,50834,0,1,4,0,1,20,0,4,29363,38010,0,1,0,0,0,6,0,2,1
38396,45510,0,2,2,0,1,23,0,5,33313,39477,0,0,0,0,0,12,0,1,1
70278,81629,1,2,10,1,0,47,0,2,62483,75530,0,2,5,0,1,36,1,4,1
50919,61966,0,2,11,3,1,28,0,6,37603,48608,0,1,0,0,0,10,0,0,1
54973,63448,0,3,7,1,1,26,0,0,54864,68809,1,1,7,1,0,22,1,6,0
66595,79815,1,2,10,2,1,35,0,4,50336,66060,0,2,1,0,0,26,1,2,1
26507,29587,0,1,2,0,0,5,0,3,29924,34682,0,1,3,0,0,10,0,3,0
66435,83047,1,2,7,1,1,42,0,3,65475,75228,0,2,8,2,0,35,1,3,1
54907,67653,1,2,5,0,1,28,1,3,46135,54289,0,2,3,0,0,14,0,3,1
49974,62705,0,0,3,0,1,21,0,5,57888,76027,1,3,7,0,0,35,1,1,0
60465,76429,1,4,6,0,1,20,0,0,63923,84506,0,1,8,1,0,28,1,6,0
63245,78363,1,2,10,1,1,30,0,3,54880,64650,0,2,5,0,0,20,1,3,1
55592,65454,0,2,10,2,1,35,1,3,39559,49875,0,0,0,0,0,13,0,0,1
55586,70714,0,2,8,1,1,17,0,2,48474,64890,0,2,2,0,0,13,0,4,1
50879,65461,0,3,9,2,1,34,1,5,40014,47873,0,0,1,0,0,15,0,1,1
53751,68525,0,1,10,2,1,18,1,5,37672,50951,0,3,1,0,0,4,0,1,1
62884,75908,1,4,10,2,1,39,0,5,50903,60994,0,0,3,0,0,21,1,1,1
40849,49643,0,0,1,0,0,12,0,6,49268,63838,0,2,6,1,1,29,1,0,0
46204,56625,0,1,2,0,0,21,0,6,55736,68121,0,2,10,2,1,34,1,0,0
48088,61448,0,3,5,0,1,24,1,1,43451,49714,0,0,3,0,0,17,0,5,1
63411,79064,0,2,11,2,1,39,1,4,49065,60809,0,2,0,0,0,23,0,2,1
61815,79449,1,2,11,3,0,37,1,5,51425,64091,0,2,3,0,0,21,0,1,1
42001,47526,0,1,1,0,0,22,0,3,53866,61343,0,2,9,3,1,33,1,3,0
71297,91963,1,3,9,2,1,43,1,1,65953,78088,0,1,4,0,0,44,0,5,1
26925,31195,0,0,1,0,0,11,0,2,32861,33824,0,2,2,0,0,20,0,1,0
55225,69314,0,3,7,0,0,26,1,5,61751,72499,1,1,7,1,1,42,0,1,0
71782,92618,1,3,8,1,0,27,1,3,77943,103761,1,3,8,1,1,34,0,3,0
51173,59763,0,0,5,0,1,21,0,3,56871,74740,1,4,6,1,0,25,1,3,0
55548,67730,0,1,2,0,0,20,0,5,65901,86474,1,3,10,2,1,36,1,1,0
51569,69578,1,3,6,0,1,17,1,2,47042,58171,0,0,2,0,0,11,0,4,1
55307,64682,0,1,3,0,1,19,0,3,65196,83337,1,3,10,2,0,38,1,3,0
75448,95680,2,3,9,1,0,40,1,4,66212,81647,0,2,3,0,0,30,0,2,1
84498,107659,2,5,10,2,1,41,0,6,75092,93107,0,1,7,2,0,29,1,0,1
53457,62518,0,1,3,0,1,24,0,1,58697,71019,1,3,9,2,0,31,1,5,0
47782,55173,0,0,1,0,0,29,0,0,54016,63469,0,2,7,2,1,39,1,6,0
31782,34933,0,1,3,0,0,14,0,3,25981,30104,0,1,0,0,0,8,0,3,1
53054,67305,0,0,5,0,0,23,1,3,54384,66076,0,4,5,1,1,28,0,3,0
56956,72284,0,2,4,0,0,27,0,1,66337,81608,1,2,11,3,1,28,1,5,0
36499,38209,0,1,3,0,0,23,0,4,28526,32630,0,1,1,0,0,11,0,2,1
50215,59611,0,1,8,1,1,31,1,6,43267,51353,0,2,2,0,0,22,0,0,1
62554,78999,0,3,5,0,0,42,1,0,70320,79407,1,1,11,3,1,38,0,6,0
60155,70506,0,2,9,2,1,31,0,1,54518,67305,1,1,4,0,0,22,1,5,1
39454,44370,0,0,3,0,0,21,0,3,34264,37813,0,2,2,0,0,11,0,3,1
42904,59818,0,0,1,0,0,17,0,0,55129,70533,0,3,8,1,1,30,1,6,0
60955,76650,1,2,11,2,1,34,1,6,50864,62549,0,2,4,0,0,24,0,0,1
62601,74311,0,3,7,1,0,42,0,3,59141,67628,0,1,3,0,1,38,1,3,1
33163,35441,0,1,3,0,0,25,0,5,24927,27481,0,1,0,0,0,7,0,1,1
41909,44924,0,2,7,1,0,22,0,6,31122,39956,0,0,0,0,0,9,0,0,1
48674,59461,0,1,1,0,0,28,0,6,55392,68303,0,3,9,1,1,34,1,0,0
40144,47386,0,1,5,0,1,20,0,6,32299,38211,0,1,1,0,0,12,0,0,1
57137,71613,0,0,3,0,0,23,0,2,66325,85903,1,4,8,1,1,41,1,4,0
63121,83481,1,4,10,2,1,45,1,2,54632,67161,0,0,4,0,0,23,0,4,1
56902,74967,0,0,4,0,1,24,1,1,66875,85911,1,4,10,3,0,36,0,5,0
60705,76178,0,4,10,1,1,43,1,6,48044,60266,0,0,0,0,0,22,0,0,1
64582,75308,1,2,10,1,0,33,0,6,54848,68435,0,2,4,0,1,28,1,0,1
