blue_gold,blue_xp,blue_barons,blue_dragons,blue_towers,blue_inhibitors,blue_riftHeralds,blue_champions,blue_atakhans,blue_hordes,red_gold,red_xp,red_barons,red_dragons,red_towers,red_inhibitors,red_riftHeralds,red_champions,red_atakhans,red_hordes,label
42064,50528,0,0,1,0,0,15,0,0,56924,71547,0,2,11,2,1,39,1,6,0
27564,33493,0,0,0,0,0,6,0,3,45307,48364,0,3,10,1,1,25,0,3,0
47861,62962,0,0,2,0,0,16,0,0,54969,69811,0,3,7,2,1,36,1,6,0
81283,108497,0,2,7,1,0,23,0,0,84380,111170,2,4,13,5,1,41,1,6,0
77143,119529,0,0,1,0,0,59,0,0,82902,135377,0,0,4,2,0,81,0,0,0
33480,35457,0,0,2,0,0,23,0,0,28408,27973,0,0,0,0,0,7,0,0,1
36950,42080,0,0,0,0,0,27,0,0,43467,50913,0,0,4,1,0,39,0,0,0
65957,80802,0,2,7,1,1,27,0,0,65599,80815,1,3,5,0,0,35,1,6,1
33599,39225,0,0,1,0,0,11,0,0,45539,51256,0,3,8,1,1,24,0,6,0
39945,42657,0,2,4,0,1,23,0,5,32919,38687,0,0,0,0,0,14,0,1,1
28207,31647,0,0,1,0,0,12,0,0,33341,37018,0,1,2,0,0,26,0,5,0
49485,60682,0,1,4,0,1,17,0,6,56286,75315,1,3,6,0,0,22,1,0,0
29861,36835,0,1,0,0,0,9,0,3,38169,47018,0,1,3,0,1,20,0,3,0
41351,50328,0,0,1,0,1,14,0,3,46278,57070,0,4,3,0,0,22,0,3,0
25491,29090,0,0,1,0,0,4,0,5,32738,34802,0,2,4,0,0,19,0,1,0
33075,33614,0,0,4,0,0,20,0,3,21223,25993,0,1,0,0,0,3,0,3,1
55182,75518,1,4,6,1,1,33,1,6,48166,58239,0,0,3,0,0,14,0,0,1
55176,68606,0,2,10,2,1,30,1,5,43551,50603,0,1,3,0,0,15,0,1,1
55023,69804,0,1,3,0,1,18,0,2,62736,88322,2,4,5,0,0,24,1,4,0
59986,70384,0,1,5,0,1,31,0,6,64180,84312,1,4,8,1,0,31,1,0,0
62192,70800,0,1,6,1,1,28,0,3,70641,93971,1,4,7,1,0,39,1,3,0
62441,76804,1,0,11,3,1,37,1,5,47599,55689,0,2,2,0,0,21,0,1,1
43474,45840,0,2,9,1,1,29,0,5,32990,38987,0,0,0,0,0,15,0,1,1
58841,78440,0,1,9,1,1,33,1,5,46960,60922,0,1,2,0,0,15,0,1,1
64993,79380,1,3,9,1,0,41,1,3,51265,64386,0,1,3,0,1,23,0,3,1
50990,63880,0,2,2,0,1,21,1,3,60381,76385,1,2,7,1,0,34,0,3,0
33245,37483,0,1,3,0,1,14,0,4,27674,33703,0,1,1,0,0,6,0,2,1
60827,77190,1,2,7,1,1,34,1,4,55893,65361,0,2,6,0,0,21,0,2,1
31764,33016,0,1,2,0,0,18,0,2,24040,27725,0,0,0,0,0,6,0,4,1
50111,55836,0,2,7,1,1,19,0,6,44429,58044,0,1,3,0,0,16,1,0,1
61463,76554,0,3,11,3,1,38,1,6,57842,73657,1,0,5,0,0,23,0,0,1
60511,73743,1,2,10,2,1,35,1,6,51125,61217,0,0,2,0,0,23,0,0,1
61372,78163,1,2,8,1,0,38,1,6,53297,63015,0,1,4,0,1,28,0,0,1
82053,106328,1,3,12,3,1,42,0,6,73867,99337,1,3,3,0,0,41,1,0,1
45318,57435,0,0,1,0,0,21,0,5,49036,63932,0,4,3,0,0,30,1,1,0
46955,54583,0,1,3,0,0,18,0,0,57147,63887,0,2,9,1,1,36,1,6,0
59014,78270,1,2,9,1,0,23,1,5,45512,62079,0,2,1,0,1,12,0,1,1
28353,33481,0,0,1,0,0,8,0,2,32417,38064,0,1,2,0,0,20,0,4,0
44328,51951,0,1,1,0,1,13,0,3,57931,73760,0,3,10,2,0,34,1,3,0
41896,49999,0,1,2,0,0,18,0,2,50381,61595,0,2,7,2,1,34,1,4,0
57088,74248,1,2,10,2,1,25,1,6,45512,60012,0,2,1,0,0,9,0,0,1
47847,55717,0,0,3,0,0,23,0,4,53473,67147,0,2,3,0,1,38,1,2,0
61666,77717,0,4,11,2,1,47,1,3,48630,57861,0,0,1,0,0,23,0,3,1
55856,63224,0,0,6,0,1,19,1,6,61726,78859,1,4,8,1,0,32,0,0,0
57924,74623,1,2,9,1,1,28,1,1,47328,58606,0,1,1,0,0,17,0,5,1
56245,72732,0,0,0,0,0,49,0,0,61277,80616,0,0,4,1,0,61,0,0,0
69053,98535,0,0,4,2,0,62,0,0,62766,90532,0,0,0,0,0,44,0,0,1
63638,86553,0,0,4,2,0,58,0,0,60119,83328,0,0,1,0,0,49,0,0,1
52555,68646,0,2,1,0,0,20,0,0,66233,83358,1,2,11,3,1,42,1,6,0
64722,76118,0,2,7,1,1,35,0,0,70378,82635,1,3,8,2,0,39,1,6,0
60275,69150,0,3,10,1,1,41,1,6,47887,57458,0,1,1,0,0,23,0,0,1
54007,72706,0,2,3,0,0,22,0,1,58361,75970,1,2,8,1,1,28,1,5,0
42500,56631,0,0,1,0,0,10,0,3,56371,69589,0,3,11,3,1,31,1,3,0
70899,90049,1,4,9,3,1,50,1,6,58089,71007,0,0,3,0,0,17,0,0,1
50746,60733,0,2,4,1,1,22,0,3,60277,78495,1,2,11,4,0,29,1,3,0
44117,47140,0,2,9,1,1,26,0,0,29164,34029,0,0,0,0,0,8,0,6,1
77543,98964,1,4,10,2,0,57,1,3,68845,85556,0,1,5,0,0,42,0,3,1
65910,80510,1,2,10,2,0,37,0,6,54880,70851,0,2,3,0,1,24,1,0,1
50181,58727,0,0,2,0,0,20,0,5,60141,76666,1,3,7,1,1,40,1,1,0
51488,59252,0,0,1,0,0,35,0,3,57362,72790,0,3,10,2,1,37,1,3,0
43475,49156,0,2,8,2,1,19,0,6,33747,40572,0,1,2,0,0,9,0,0,1
61052,80160,0,1,2,0,0,30,0,3,77124,97041,1,4,11,2,1,49,1,3,0
54859,68156,0,1,5,0,1,23,1,6,64453,78308,1,3,9,1,0,35,0,0,0
52745,64140,0,0,3,0,0,25,0,0,62236,75697,1,3,10,2,1,39,1,6,0
26034,30006,0,0,0,0,0,11,0,1,30599,35021,0,1,0,0,0,15,0,5,0
57622,69361,0,3,3,0,1,34,0,3,64921,82797,1,2,9,1,0,32,1,3,0
46161,53390,0,1,1,0,0,18,0,0,55485,60360,0,2,10,2,1,30,0,6,0
41764,53931,0,1,2,0,0,14,1,4,50271,59077,0,2,8,1,1,30,0,2,0
54495,65958,0,1,4,0,1,34,0,6,60186,79237,0,2,4,0,0,39,1,0,0
82122,103558,2,2,10,2,0,52,0,5,72274,87834,0,3,7,1,1,37,1,1,1
50391,60623,0,0,2,0,0,20,0,3,62142,76705,1,4,11,2,1,46,1,3,0
47780,57082,0,0,4,0,0,13,0,5,53819,69038,1,4,9,1,1,25,1,1,0
73311,95272,0,3,5,1,1,51,1,6,74214,88301,1,2,10,2,0,35,0,0,0
89255,115770,2,3,11,3,0,53,0,3,82248,111186,1,3,5,0,1,58,1,3,1
34846,37259,0,2,3,0,0,28,0,4,27020,29408,0,0,0,0,0,13,0,2,1
55884,72067,0,4,7,1,0,38,1,0,49013,58037,0,0,3,0,1,20,0,3,1
75826,92910,1,1,9,1,0,35,0,0,76389,99815,1,4,8,1,1,48,1,6,0
53046,63957,0,1,9,1,0,27,1,6,43382,53380,0,2,1,0,1,15,0,0,1
38773,49736,0,1,1,0,0,14,0,4,48320,55037,0,1,5,0,1,24,0,2,0
50799,60003,0,1,6,0,1,20,0,4,58880,76018,1,3,10,2,0,27,1,2,0
81257,105642,1,3,7,1,0,43,0,1,79128,102778,1,3,7,1,1,39,1,4,1
52140,61699,0,1,9,1,0,30,1,6,43109,50717,0,1,3,0,1,22,0,0,1
35304,41695,0,2,2,0,1,21,0,1,29495,35868,0,0,0,0,0,5,0,2,1
55894,64845,0,1,4,0,1,27,1,6,62480,76004,1,3,11,2,0,31,0,0,0
47977,54153,0,2,6,0,1,27,0,6,39825,47023,0,1,1,0,0,17,0,0,1
55905,72575,0,1,1,0,0,27,0,2,64974,82393,0,0,10,3,1,44,1,4,0
74042,92565,2,4,9,1,0,39,0,2,68399,78875,0,1,9,2,1,40,1,4,1
72105,91247,2,2,6,1,0,31,0,4,67167,84132,0,3,6,0,1,25,1,2,1
32990,32319,0,0,4,1,0,21,0,6,22854,26541,0,1,0,0,0,3,0,0,1
48564,54076,0,2,9,1,1,31,0,6,40626,46315,0,1,0,0,0,26,0,0,1
78802,101288,1,2,8,2,0,28,1,5,88689,115286,2,4,11,1,1,28,0,1,0
42329,54081,0,0,2,0,0,23,0,0,48951,64057,0,2,4,0,1,26,1,6,0
42475,45212,0,2,6,0,0,25,0,6,32028,38246,0,0,1,0,0,10,0,0,1
73515,93287,1,2,11,3,1,37,1,1,70162,90448,1,3,3,0,0,41,0,5,1
23119,25128,0,0,0,0,0,10,0,3,31553,34076,0,2,1,0,0,23,0,3,0
43879,53800,0,2,2,0,0,18,0,1,52801,61011,0,0,11,3,1,21,1,5,0
31103,35692,0,1,1,0,0,18,0,3,27161,30605,0,0,1,0,0,10,0,3,1
33398,36188,0,1,2,0,0,19,0,6,26267,29344,0,1,0,0,0,9,0,0,1
32392,39711,0,0,0,0,0,11,0,2,40366,46467,0,2,5,0,1,25,0,4,0
52651,64192,0,1,8,1,1,23,1,6,48807,62367,0,3,4,0,0,23,0,0,1
53336,61466,0,0,10,2,1,30,0,6,46895,56103,0,2,2,0,0,20,1,0,1
49095,54666,0,1,9,1,1,35,0,6,35178,42352,0,0,0,0,0,11,0,0,1
35696,35046,0,1,5,1,0,30,0,5,21724,24726,0,0,0,0,0,7,0,1,1
44834,49785,0,1,3,0,0,18,0,6,50035,61622,0,3,8,1,1,26,1,0,0
56858,69477,0,2,3,0,0,22,0,0,66972,82246,1,2,11,3,1,37,1,6,0
32276,40951,0,1,2,0,0,6,0,4,38774,45682,0,2,4,0,0,14,0,2,0
52624,64660,1,1,1,0,0,27,0,1,60111,72449,0,2,9,1,1,40,1,5,0
54788,68973,0,1,3,0,0,26,1,4,68216,81457,1,3,10,2,1,38,0,2,0
80602,104548,2,1,6,0,0,27,0,6,86380,114401,1,5,9,1,1,27,1,0,0
42360,49829,0,0,3,0,0,15,0,3,55221,67117,0,2,10,1,1,31,1,1,0
45080,48919,0,1,9,2,1,26,0,3,35425,42332,0,1,0,0,0,9,0,3,1
72919,92413,2,3,7,2,1,38,1,6,74509,90699,0,2,8,1,0,32,0,0,0
75323,93483,1,3,11,2,1,51,0,0,59742,78656,0,1,5,0,0,25,1,3,1
25515,28312,0,0,0,0,0,8,0,4,30237,33576,0,2,1,0,0,13,0,2,0
34621,43929,0,0,0,0,0,13,0,1,52153,63033,0,3,9,1,1,33,1,5,0
58175,76802,0,0,1,0,0,37,0,0,63024,82777,0,0,4,2,0,51,0,0,0
56917,75389,0,0,1,0,0,53,0,0,59643,83473,0,0,4,1,0,56,0,0,0
69520,102347,0,0,1,0,0,64,0,0,70370,109354,0,0,4,2,0,87,0,0,0
83446,138371,0,0,4,2,0,86,0,0,79765,124627,0,0,1,0,0,78,0,0,1
55451,74956,0,0,2,1,0,47,0,0,54021,69701,0,0,1,0,0,46,0,0,1
65525,92372,0,0,2,0,0,53,0,0,69986,99105,0,0,4,2,0,74,0,0,0
71112,105117,0,0,4,1,0,60,0,0,66560,97339,0,0,0,0,0,54,0,0,1
66716,93718,0,0,4,1,0,61,0,0,61741,81526,0,0,1,0,0,49,0,0,1
77736,119329,0,0,2,1,0,57,0,0,78856,117441,0,0,2,2,0,64,0,0,1
76332,114018,0,0,2,2,0,71,0,0,75973,113593,0,0,4,2,0,52,0,0,0
81746,129118,0,0,4,2,0,60,0,0,82614,131246,0,0,3,1,0,76,0,0,1
55594,71648,0,0,4,1,0,45,0,0,50000,64058,0,0,0,0,0,35,0,0,1
81415,120979,0,0,4,2,0,81,0,0,72376,110138,0,0,1,0,0,64,0,0,1
83515,129356,0,0,2,1,0,76,0,0,85745,138509,0,0,4,2,0,87,0,0,0
87746,140535,0,0,4,2,0,64,0,0,82768,130047,0,0,1,0,0,60,0,0,1
73529,108973,0,0,2,1,0,56,0,0,76223,112313,0,0,4,2,0,63,0,0,0
57514,76406,0,0,1,0,0,40,0,0,63359,86741,0,0,4,2,0,67,0,0,0
35154,34777,0,1,4,0,0,23,0,6,24204,26296,0,0,0,0,0,10,0,0,1
39404,53895,0,1,2,0,0,14,0,3,52328,59753,0,3,9,1,1,30,0,3,0
35638,44184,0,0,0,0,0,5,0,1,50550,63124,0,2,10,2,1,25,1,5,0
54850,65579,1,0,3,0,0,32,1,1,58220,63115,0,3,10,2,1,38,0,5,0
65935,76973,0,3,8,3,1,34,0,6,72345,92204,1,1,9,1,0,35,1,0,0
25363,29158,0,0,0,0,0,7,0,1,31743,34954,0,1,2,0,0,21,0,5,0
53391,68513,0,2,5,0,1,30,1,1,46504,53337,0,1,3,0,0,19,0,5,1
46805,56648,0,2,3,0,0,19,0,4,55296,74900,1,2,7,1,1,29,1,2,0
57610,70948,0,0,1,0,0,31,0,0,66893,82604,1,4,10,2,1,43,1,6,0
50868,54096,0,1,6,0,0,24,0,3,54321,65279,0,3,10,2,1,27,1,3,0
33071,42070,0,2,1,0,0,15,0,3,29722,35213,0,0,1,0,0,7,0,3,1
48609,57273,0,0,6,0,1,29,0,6,40629,48825,0,1,2,0,0,17,0,0,1
64928,82662,0,1,5,1,0,28,0,6,76303,93855,1,3,12,3,1,41,1,0,0
64793,80634,1,4,11,3,1,47,1,6,57071,69874,0,0,1,0,0,34,0,0,1
63893,81153,1,3,7,1,1,35,1,6,58511,66859,0,1,5,0,0,28,0,0,1
62069,76039,1,2,11,1,1,30,1,6,51434,66130,0,3,3,0,0,21,0,0,1
55927,66652,0,1,5,0,1,23,1,6,62001,73540,1,3,8,1,0,28,0,0,0
60911,75574,0,3,9,1,1,43,1,6,50778,61233,0,1,2,0,0,25,0,0,1
24214,28884,0,0,0,0,0,4,0,1,29429,32317,0,1,1,0,0,17,0,5,0
60664,71683,0,3,5,0,1,31,0,1,72216,86340,1,1,11,2,0,43,1,5,0
41565,50250,0,0,2,0,0,15,0,1,54452,59183,0,3,8,2,1,36,0,5,0
27400,30819,0,0,1,0,0,14,0,1,34823,35112,0,2,1,0,0,18,0,5,0
70044,83850,0,4,10,2,1,45,0,3,53400,70943,0,0,3,0,0,32,1,3,1
38938,48408,0,2,1,0,0,14,0,3,53286,69091,0,0,11,3,1,36,1,3,0
26996,30799,0,0,0,0,0,10,0,0,39470,38497,0,2,4,0,0,33,0,6,0
73543,108760,0,0,2,0,0,64,0,0,76520,118714,0,0,4,1,0,69,0,0,0
50043,64261,0,1,8,1,1,19,1,3,44633,57529,0,3,3,0,0,11,0,3,1
27495,30883,0,0,1,0,0,9,0,1,34298,34340,0,1,2,0,0,24,0,5,0
78483,102015,2,3,5,1,1,42,1,0,82759,95111,0,3,9,2,0,39,0,6,0
60157,76987,0,0,1,0,0,36,0,0,63516,86199,0,0,2,1,0,47,0,0,0
26829,29330,0,0,0,0,0,12,0,1,34660,33903,0,2,3,0,0,25,0,3,0
35671,36323,0,1,3,0,0,35,0,1,26995,27279,0,0,0,0,0,9,0,5,1
76401,107995,0,0,2,2,0,47,0,0,81003,119762,0,0,4,2,0,65,0,0,0
56676,68914,0,0,4,0,1,27,1,3,67579,82722,1,3,9,1,0,37,0,3,0
55973,68665,0,2,9,2,1,33,1,6,48344,60579,0,1,1,0,0,24,0,0,1
38971,49112,0,1,1,0,0,12,0,0,49049,54484,0,2,10,2,1,26,0,6,0
58850,74530,0,1,3,0,0,30,0,1,66925,84687,1,3,7,0,1,35,1,5,0
62617,78606,0,1,5,1,0,34,1,4,60709,69934,1,3,7,1,1,29,0,2,1
69891,82864,1,2,4,0,0,62,0,1,70546,83127,0,2,8,1,1,45,1,5,0
58473,71891,1,2,11,3,1,27,1,6,46107,55978,0,1,2,0,0,16,0,0,1
58907,68243,0,2,11,3,1,25,0,6,52246,68399,1,1,3,0,0,20,1,0,1
58258,74136,0,3,10,2,0,46,1,6,41608,52564,0,1,1,0,1,11,0,0,1
61537,78427,1,3,11,2,1,34,1,5,52376,61616,0,0,5,1,0,25,0,1,1
51243,53385,0,3,8,1,1,37,0,4,38976,44215,0,0,1,0,0,18,0,2,1
76861,98181,0,3,11,5,1,46,1,6,69908,89478,1,3,6,0,0,39,0,0,1
54096,68224,0,2,9,2,1,30,1,2,42885,55489,0,1,0,0,0,18,0,4,1
107114,146777,3,4,12,2,1,49,1,4,103771,137324,1,3,10,5,0,50,0,2,1
65908,78896,0,3,9,1,1,35,0,6,59812,74168,1,1,7,1,0,26,1,0,1
50801,58559,0,1,4,0,0,13,0,0,60332,76238,1,2,9,1,1,34,1,6,0
46132,60479,0,1,5,0,1,23,1,1,39602,49453,0,2,2,0,0,14,0,5,1
55551,73121,0,2,7,1,0,30,1,6,45214,58441,0,2,3,0,1,12,0,0,1
56628,77563,0,3,5,1,1,35,1,3,51854,64552,0,1,4,0,0,18,0,3,1
45327,51442,0,3,6,0,0,32,0,6,33907,40475,0,0,0,0,0,13,0,0,1
44884,53376,0,2,2,0,0,14,0,4,53473,66372,0,1,10,1,1,30,1,2,0
42750,47336,0,3,4,0,1,28,0,5,35066,41333,0,0,2,0,0,10,0,1,1
59832,75999,1,3,10,2,1,36,1,4,48645,58778,0,1,3,0,0,17,0,2,1
49414,55953,0,1,9,1,1,29,0,6,32264,43156,0,0,0,0,0,7,0,0,1
56474,67180,0,1,1,0,0,27,0,5,62344,79321,1,4,10,2,1,29,1,1,0
39848,50955,0,0,0,0,0,12,0,0,54225,66979,0,3,11,3,1,30,1,6,0
59232,76550,0,1,3,0,0,31,1,6,71963,92242,1,3,9,2,1,45,0,0,0
51439,66388,0,0,0,0,0,33,0,0,61758,82350,0,0,4,2,0,69,0,0,0
46492,51755,0,1,9,1,1,19,0,3,38017,47475,0,1,0,0,0,14,0,3,1
70240,83386,1,0,10,2,0,57,1,3,55845,66832,0,1,2,0,0,32,0,3,1
27236,30395,0,0,0,0,0,9,0,4,34790,37433,0,0,3,0,0,21,0,2,0
59149,77420,0,2,1,0,0,20,0,0,72478,92444,1,2,11,2,1,42,1,6,0
46265,56952,0,1,1,0,0,18,0,0,58217,74799,1,3,11,3,1,30,1,6,0
29437,36604,0,1,0,0,0,9,0,0,39717,45672,0,1,6,1,1,22,0,6,0
52675,65021,0,1,4,0,0,20,0,2,65169,85107,1,3,9,2,1,36,1,4,0
59527,67731,0,3,9,1,1,35,0,4,49257,61907,0,1,2,0,0,24,1,2,1
40899,46213,0,0,4,0,0,12,0,6,51134,63661,0,3,10,1,1,30,1,0,0
61434,79270,0,4,11,3,1,30,1,2,55352,69717,1,0,3,0,0,27,0,4,1
75665,90942,1,2,7,1,1,37,0,6,75753,101544,1,3,6,2,0,51,1,0,0
54677,65425,0,2,5,1,1,22,0,6,61361,82018,1,2,8,1,0,31,1,0,0
46855,53560,0,0,2,0,0,26,0,1,54180,62055,0,3,7,1,1,37,1,5,0
62845,78534,0,3,6,0,1,38,1,4,66114,76748,1,1,8,1,0,30,0,2,0
63240,77401,0,3,6,0,0,37,0,3,71044,87332,1,2,10,2,1,36,1,3,0
62166,75137,0,2,7,0,1,27,0,6,67241,83534,1,2,10,2,0,38,1,0,0
47201,59050,0,0,3,0,0,16,0,1,54523,70007,1,3,6,1,1,25,1,3,0
61897,75798,1,3,10,1,1,25,1,5,52917,65443,0,0,3,0,0,23,0,1,1
47962,57001,0,0,0,0,0,21,0,0,57917,66305,0,3,10,1,1,42,1,6,0
54028,64599,0,0,2,0,1,24,0,5,65565,80455,1,3,11,2,0,37,1,1,0
66547,86140,0,0,5,1,1,33,1,5,75630,99690,1,5,10,2,0,39,0,1,0
35501,38060,0,0,2,0,0,27,0,6,27373,28233,0,0,0,0,0,10,0,0,1
78202,101234,2,3,11,4,1,35,1,0,71033,87911,0,2,4,0,0,37,0,6,1
32593,37984,0,1,1,0,0,20,0,3,28585,32883,0,0,1,0,0,9,0,3,1
56596,72125,0,1,9,1,1,30,1,3,45493,56843,0,2,1,0,0,21,0,3,1
68969,87772,1,2,8,1,0,40,0,6,65236,78254,0,3,5,0,1,36,1,0,1
61412,80714,0,2,1,0,1,27,1,1,72787,89722,1,3,12,2,0,42,0,5,0
55212,70855,0,0,1,0,0,29,0,3,65791,82641,1,4,10,2,1,51,1,3,0
31783,37446,0,1,0,0,0,11,0,6,40878,47864,0,0,4,0,0,31,0,0,0
49428,65354,0,0,2,0,0,18,1,6,56546,73114,1,4,7,1,1,29,0,0,0
65301,79323,0,1,5,0,1,30,0,2,72434,91466,2,4,8,1,0,37,1,4,0
65542,86355,0,1,4,0,1,33,1,3,66170,84681,1,3,5,0,0,25,0,3,1
56405,67110,0,1,6,0,1,20,0,1,64098,82919,1,1,8,1,0,40,0,5,0
36095,42452,0,1,1,0,0,15,0,1,45326,55779,0,2,5,0,0,30,0,5,0
42531,49974,0,1,4,0,1,23,0,3,38467,44994,0,1,4,0,0,13,0,3,1
49885,61082,0,1,3,0,0,28,0,4,56128,66408,0,2,8,1,1,30,1,2,0
57561,70794,1,1,8,1,0,34,1,3,50624,59507,0,3,2,0,1,28,0,3,1
62323,80220,1,4,9,1,1,30,1,5,53832,63675,0,0,3,0,0,22,0,1,1
42144,49932,0,1,4,0,1,13,0,6,46537,61948,0,1,2,0,0,21,1,0,0
48715,57888,0,0,2,0,0,18,0,3,57724,75370,1,3,6,0,1,40,1,3,0
72389,92488,2,3,10,3,1,40,0,6,61601,83419,0,2,1,0,0,28,1,0,1
62410,78412,1,2,9,1,1,35,0,4,52263,61521,0,2,4,0,0,22,1,2,1
49676,57625,0,2,7,0,1,30,0,4,37657,45676,0,0,1,0,0,16,0,2,1
53985,65105,0,1,6,0,1,20,0,5,57622,78390,1,2,7,1,0,26,1,1,0
35543,37567,0,0,1,0,0,12,0,0,40134,48739,0,3,5,0,1,10,1,6,0
2541,0,0,0,0,0,0,0,0,0,2566,185,0,0,0,0,0,0,0,0,1
59097,69852,0,0,9,2,1,35,1,6,48316,57962,0,4,1,0,0,22,0,0,1
61959,77577,1,3,9,1,1,36,1,3,52185,63171,0,1,4,0,0,23,0,3,1
64505,79087,1,1,10,3,1,26,1,6,53585,68418,0,4,2,0,0,18,0,0,1
43521,49318,0,1,5,0,0,32,0,3,32053,37611,0,1,0,0,0,14,0,3,1
85476,109704,1,3,8,1,1,62,0,4,81676,100056,1,2,9,2,0,39,1,2,1
41676,47710,0,0,1,0,0,21,0,3,49148,60134,0,3,4,0,1,38,1,3,0
58632,68421,0,3,11,2,1,33,1,6,45480,58776,0,1,0,0,0,17,0,0,1
60355,69622,1,0,8,1,1,41,0,0,51292,63319,0,3,1,0,0,30,0,6,1
25249,30042,0,0,0,0,0,5,0,3,32757,38338,0,2,2,0,0,19,0,3,0
89204,116245,1,1,6,1,1,47,1,5,96057,126018,2,6,7,3,0,53,0,1,0
85360,106650,1,4,9,1,0,55,0,2,83098,98767,1,2,6,0,0,41,1,4,1
3353,1575,0,0,0,0,0,0,0,0,3112,1082,0,0,0,0,0,0,0,0,1
70013,83474,1,3,11,2,1,43,1,5,59088,72555,0,1,2,0,0,35,0,1,1
61364,80026,0,3,1,0,1,37,0,0,70336,92581,1,1,8,3,0,40,1,6,0
66769,89798,1,3,10,1,1,32,1,6,60335,74818,0,2,2,0,0,30,0,0,1
68278,82649,1,2,10,1,0,35,0,6,57538,75744,0,2,3,0,1,30,1,0,1
62518,81653,0,4,10,1,1,32,1,6,55595,74803,1,1,3,0,0,21,0,0,1
68941,85548,1,2,10,2,1,30,0,6,57333,71074,0,3,3,0,0,22,0,0,1
68302,84832,0,1,5,0,1,24,0,3,77743,102150,1,4,10,2,0,41,1,3,0
32531,41062,0,0,1,0,0,7,0,3,43005,50437,0,2,6,0,1,23,0,3,0
33267,39222,0,0,0,0,0,12,0,1,45997,49146,0,2,9,1,1,26,0,5,0
59706,74854,1,1,9,1,0,32,1,0,54704,61227,0,2,6,0,1,24,0,6,1
49737,61606,0,2,5,0,1,14,0,6,54169,70090,0,2,8,1,0,27,1,0,0
57413,66115,0,2,8,1,0,26,1,5,63515,74808,1,3,10,2,1,34,0,1,0
70046,101089,0,0,4,2,0,64,0,0,65567,93220,0,0,0,0,0,62,0,0,1
57326,76506,0,0,4,1,0,47,0,0,52384,65025,0,0,1,0,0,34,0,0,1
49485,63923,0,0,3,1,0,57,0,0,44191,53560,0,0,0,0,0,33,0,0,1
40086,45778,0,0,2,0,0,39,0,0,36273,42146,0,0,0,0,0,34,0,0,1
10961,7724,0,0,0,0,0,6,0,0,9295,6613,0,0,0,0,0,2,0,0,1
71819,104490,0,0,1,0,0,62,0,0,74149,107499,0,0,4,2,0,62,0,0,0
78415,119648,0,0,2,0,0,66,0,0,81350,127645,0,0,4,1,0,63,0,0,0
62614,88843,0,0,1,0,0,48,0,0,65450,94720,0,0,4,1,0,62,0,0,0
